id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
26494,7,3,13.79,2306.0,-0.039764704613531016,,7.8,591.0,4.6
26496,2,0,6.89,,0.08994038766436413,4.6,11.3,1778.0,2.6
26498,7,3,6.89,6076.0,-0.04764325222189625,10.3,10.3,794.0,6.8
26499,9,3,8.27,2680.0,0.09685555942266874,,9.5,1836.0,1.5
26504,7,3,13.79,,0.025693005628873694,5.7,5.7,625.0,1.3
26505,10,3,13.79,,-0.027382492817009718,4.7,,318.0,3.2
26516,10,3,13.79,4069.0,0.0072060028722745195,9.5,9.5,,1.8
26520,2,0,6.92,1519.0,0.09636756257904863,8.5,24.6,1778.0,2.1
26525,7,1,13.79,1313.0,-0.04887615644490201,5.7,5.7,625.0,5.9
26526,8,3,13.79,1383.0,0.013523582873148032,11.1,,457.0,1.8
26529,7,3,6.86,,0.023555962949594778,,10.8,864.0,3.9
26530,7,3,13.79,,0.008839895522706365,7.7,7.7,457.0,1.6
26531,7,3,7.0,1017.0,-0.03174369676630473,10.8,,216.0,6.2
26536,7,3,3.45,3811.0,0.03789291645812985,10.3,10.3,762.0,4.4
26538,10,0,6.92,3052.0,0.09464955867643943,,24.6,1778.0,2.0
26541,10,3,,1858.0,0.013775770123658188,1.9,1.9,152.0,3.8
26543,7,3,18.27,2740.0,-0.022880996118444574,3.0,3.0,150.0,1.1
26546,8,3,,2563.0,0.002686032536213828,7.7,7.7,457.0,2.9
26548,5,3,10.0,4001.0,-0.041369112431996063,10.0,10.0,660.0,5.6
26551,7,3,11.0,2034.0,0.048252541716247196,9.3,9.3,1359.0,2.3
26553,10,3,,2767.0,-0.004575497100331921,3.6,3.6,150.0,3.7
26555,2,0,5.54,1519.0,0.07783769579955001,12.7,42.3,1778.0,3.1
26558,7,3,6.89,4055.0,0.05623308912113381,,,864.0,2.0
26560,7,3,3.9,3974.0,0.03542126998530959,10.8,10.8,,3.8
26561,10,1,14.0,1000.0,0.010957162394480496,10.0,10.0,565.0,2.5
26579,7,3,13.79,1370.0,-0.006292818499793684,7.7,7.7,457.0,2.9
26581,7,3,6.83,4001.0,-0.046982058275362615,,,432.0,7.0
26584,7,3,,7107.0,-0.06722531911418078,4.7,4.7,318.0,4.9
26586,7,3,13.79,3811.0,-0.045423798718825625,1.9,1.9,152.0,3.9
26588,7,3,11.0,2034.0,0.055115773810451726,9.3,9.3,1524.0,2.2
26595,7,3,10.34,7202.0,-0.050205079743335324,10.3,10.3,762.0,5.0
26597,6,2,1.01,,0.04779630891683513,15.0,,10.0,4.2
26607,7,3,13.79,1021.0,0.012940644923669975,7.8,7.8,591.0,2.2
26611,7,1,13.79,1356.0,-0.0026415985013622523,7.7,7.7,457.0,3.0
26613,10,3,,3730.0,0.002563029050998339,,10.3,762.0,4.2
26615,8,3,13.79,2699.0,-0.029208491493951383,7.7,7.7,457.0,3.7
26623,2,0,,1533.0,0.11533089000109176,8.5,,2743.0,2.1
26624,7,3,12.41,1132.0,0.035906484078099085,19.8,,610.0,1.3
26625,7,3,3.45,,0.07365374798274331,10.8,10.8,,3.3
26626,7,3,13.79,1233.0,0.00934682311336052,,7.8,591.0,2.3
26629,7,3,13.79,4679.0,-0.021061596053665976,4.7,4.7,318.0,2.4
26631,7,3,13.79,4367.0,-0.049197247328318205,,4.7,318.0,4.0
26633,7,3,13.79,2143.0,0.012560873078676899,7.8,7.8,,2.3
26639,8,3,,,0.009423020503613655,7.7,7.7,457.0,3.0
26641,5,3,12.0,1000.0,0.03067498558436868,10.0,10.0,,1.8
26644,7,1,17.24,2007.0,-0.058301177828326,1.9,,152.0,4.0
26646,7,3,6.89,5357.0,0.027512110815925722,23.6,23.6,1972.0,4.3
26653,7,3,10.34,4069.0,-0.011071784496199,11.5,,762.0,4.0
26655,0,0,15.51,2197.0,0.0285467772837735,5.6,15.2,2134.0,2.7
26662,7,3,,1352.0,0.01192379674101643,7.7,7.7,457.0,2.8
26663,2,0,6.85,2740.0,0.04937464449528177,6.4,15.9,914.0,3.1
26674,7,3,11.1,2034.0,0.016237233924405237,11.5,,914.0,3.2
26681,7,3,13.79,2373.0,0.007503671912421683,,7.8,591.0,2.0
26682,7,3,,,0.044422504854488315,11.5,,1143.0,2.2
26686,7,3,13.79,6157.0,-0.04208775812455412,4.7,4.7,318.0,3.0
26688,10,3,13.79,1736.0,-0.002073507964276744,,7.8,591.0,2.9
26691,7,0,,1410.0,0.11503741973864642,8.5,,2743.0,2.5
26693,5,1,13.79,1354.0,-0.015240947959957729,7.7,7.7,457.0,3.6
26695,10,0,,2306.0,0.08143560325420274,,11.3,1778.0,2.5
26699,0,0,13.79,675.0,0.06339000813242893,5.6,15.2,2134.0,2.1
26700,7,3,17.24,,-0.026873379025209698,1.9,,696.0,2.2
26708,7,3,12.07,2034.0,0.02611446110862073,1.9,1.9,152.0,1.4
26715,5,3,16.0,,0.026938798498203742,10.0,10.0,1650.0,1.6
26717,8,1,13.79,1290.0,0.024024032001887408,7.7,,457.0,1.6
26718,7,3,10.34,5832.0,-0.12377384493325133,10.3,10.3,762.0,9.5
26723,10,0,,833.0,0.021385111396754197,12.7,38.1,,3.8
26730,2,0,,3852.0,0.08315447918755853,6.4,15.9,914.0,2.2
26731,7,3,,5479.0,0.000775620003043348,12.8,12.8,1930.0,5.5
26733,2,0,6.89,5547.0,0.04096970920035552,12.7,38.1,,2.1
26735,2,0,6.89,2807.0,0.049832858415304285,,15.9,914.0,3.0
26736,10,1,20.68,4042.0,-0.10637241716011259,3.6,3.6,76.0,4.4
26737,7,3,13.79,7025.0,-0.0681963394688695,4.7,4.7,318.0,4.1
26738,7,3,6.89,959.0,0.04853273732289254,10.3,10.3,762.0,3.4
26744,4,3,13.79,679.0,0.040622451754593086,5.0,13.3,,1.8
26747,7,3,15.51,3282.0,0.006215433710213547,1.9,1.9,,2.7
26748,10,0,13.79,1364.0,0.0721142785862103,5.6,15.2,2134.0,1.8
26749,2,1,4.13,2278.0,0.05901095804932968,12.7,42.3,1778.0,4.3
26752,7,3,17.24,3608.0,-0.07301181685907326,1.9,1.9,696.0,4.9
26753,7,3,0.1,,0.05435761654008271,1.0,1.0,25.0,4.5
26755,10,3,13.79,2685.0,-0.0013816395241548207,7.7,,457.0,2.3
26758,5,1,12.0,4986.0,-0.022224020307521408,10.0,10.0,1000.0,4.2
26766,10,3,,4123.0,-0.04256665688293357,,10.8,432.0,6.6
26767,7,3,4.21,4055.0,0.032945978021890754,10.8,10.8,864.0,4.4
26769,8,0,13.79,1344.0,0.02557893059355104,11.1,,457.0,1.6
26775,7,3,,2034.0,0.006973712098514495,10.8,10.8,432.0,3.8
26776,7,3,3.45,5249.0,0.02264694633730427,5.7,,625.0,4.7
26777,7,3,6.89,5913.0,-0.010472023423101995,,,794.0,5.0
26778,10,1,11.03,,0.08231352208498727,5.6,15.2,2134.0,2.2
26781,7,3,10.51,2631.0,-0.14051648340985995,4.6,4.6,229.0,10.9
26784,7,3,13.79,1316.0,-0.01765737072344692,4.7,,318.0,3.4
26785,10,3,3.45,2672.0,0.012181127350351428,,4.6,229.0,5.7
26787,5,1,20.0,1944.0,-0.07877014447354463,10.0,,660.0,4.5
26795,7,1,13.79,2658.0,8.414215314223039e-07,7.7,,457.0,2.4
26796,7,3,6.86,4069.0,0.05173967199683191,,10.8,1727.0,3.7
26797,2,0,6.89,,0.12011247230286046,8.5,22.3,2743.0,2.2
26803,10,3,13.79,1844.0,0.02280306350964445,10.8,10.8,864.0,1.8
26808,10,3,,1492.0,0.02647382689052638,7.8,7.8,591.0,2.0
26810,8,3,13.79,1200.0,0.0001043764500393285,11.1,,,4.7
26815,2,0,9.61,5615.0,-0.0009369661394061923,6.4,15.9,914.0,3.6
26817,0,1,11.03,1355.0,0.07963260326970246,,15.2,2134.0,2.0
26822,10,3,13.79,,0.0435444828360361,5.6,15.2,1836.0,2.1
26826,9,3,15.17,4059.0,-0.007889150024570385,9.5,,,3.4
26831,2,0,6.92,2306.0,0.08993438475442056,11.3,4.6,1778.0,2.7
26832,2,0,6.89,2278.0,0.06798136059701176,12.7,42.3,,2.8
26838,7,3,3.9,4136.0,0.023529008706770077,10.8,10.8,432.0,4.3
26839,7,1,11.07,4069.0,0.03517753991291245,9.3,9.3,1524.0,2.8
26843,6,2,,1500.0,-0.033692838548109394,15.0,120.0,10.0,5.5
26846,10,1,13.79,1260.0,0.01724390478260046,7.8,7.8,591.0,2.3
26850,0,0,13.79,,0.03938584458243083,5.6,15.2,2134.0,2.9
26851,7,3,6.89,762.0,0.007532696317446075,10.3,10.3,762.0,5.7
26853,7,3,13.79,746.0,-0.038891399022125295,4.7,,305.0,4.5
26854,7,3,13.79,,-0.0071458731103089534,,7.7,457.0,2.3
26861,3,1,0.1,336.0,0.028162260110163817,15.0,120.0,10.0,3.2
26867,10,0,15.51,1354.0,0.062347736136496384,5.6,15.2,2134.0,1.6
26870,2,0,9.71,5561.0,-0.06331015017128389,12.7,38.1,914.0,6.2
26871,7,3,,2306.0,0.04021217269807553,7.8,7.8,591.0,2.3
26873,9,3,13.79,1333.0,0.061707064786491225,9.5,9.5,1836.0,1.5
26877,8,3,13.79,2007.0,-0.0006010900825445531,7.7,7.7,457.0,2.4
26879,7,3,13.79,888.0,0.009947044948541844,,7.8,591.0,2.4
26880,7,1,,5588.0,-0.014463450433937625,4.7,4.7,318.0,4.7
26882,7,3,,2699.0,0.015706595626097275,7.7,,457.0,2.4
26887,10,0,,5520.0,0.03334911764958565,,38.1,914.0,2.4
26890,6,2,0.51,1500.0,-0.07693900772880888,,120.0,10.0,8.4
26892,5,3,16.0,1944.0,-0.03449119582303206,10.0,10.0,890.0,3.8
26900,7,3,,5249.0,0.017459487761115278,5.7,5.7,625.0,3.2
26904,10,3,13.79,1668.0,-0.018826283317202874,7.7,7.7,457.0,3.6
26905,10,2,0.1,,0.02506136318239008,15.0,,10.0,4.5
26907,0,0,13.79,1355.0,0.05515918540893244,,15.2,2134.0,2.3
26908,2,0,9.68,5615.0,0.007119311568227593,12.7,42.3,,2.1
26913,7,3,13.79,3133.0,-0.12333822783479459,,1.9,152.0,8.3
26919,7,3,10.34,,-0.01557844390732152,,10.3,762.0,4.2
26920,7,3,0.1,,0.04706155923640583,,1.0,,5.7
26924,7,3,13.79,1316.0,-0.017473174053904306,5.7,5.7,625.0,3.9
26928,7,3,13.79,2645.0,-0.03489515717815689,7.7,,457.0,4.0
26931,7,3,13.79,1383.0,0.013873033575415278,7.7,7.7,457.0,1.8
26933,10,3,13.79,1546.0,0.027078517313648326,7.8,,591.0,1.4
26937,0,1,13.79,1345.0,0.05617085511855953,5.6,15.2,2134.0,2.1
26942,4,1,11.03,,0.07832411828131858,5.0,13.3,2134.0,1.8
26943,7,3,,4109.0,0.01107892590931664,,1.9,696.0,3.5
26947,7,1,13.79,1356.0,-0.03554458198886917,4.7,4.7,318.0,4.7
26949,5,3,16.0,1617.0,0.00821146990090027,10.0,10.0,890.0,1.6
26956,7,3,10.34,4842.0,0.00255578016974653,10.3,10.3,762.0,3.0
26959,10,3,3.45,5954.0,0.029270548498783133,10.3,,762.0,4.3
26960,7,3,17.24,,-0.045664526052125454,1.9,1.9,696.0,3.3
26961,10,1,11.03,3404.0,0.05091996524782036,11.5,11.5,1143.0,1.6
26963,10,3,11.03,4033.0,-0.019051148981290317,9.5,9.5,,4.9
26965,10,1,,1031.0,-0.00826031930849741,10.8,10.8,432.0,5.6
26966,7,3,11.07,4055.0,0.016368049825043418,11.5,11.5,1143.0,2.8
26968,7,3,13.79,3146.0,-0.16056086167847589,1.9,1.9,152.0,10.4
26969,2,0,6.89,2292.0,0.09607058056443238,,42.3,2743.0,2.9
26970,0,3,13.79,1356.0,0.05597301514886091,,15.2,2134.0,1.8
26984,8,1,13.79,929.0,0.022461886840135087,7.7,,457.0,1.8
26988,7,3,10.34,6049.0,-0.06817630237348529,10.3,10.3,762.0,6.4
26991,10,1,6.89,,0.03311776737520461,,12.8,,3.6
26996,7,3,10.34,,-0.030402631038806027,,10.3,762.0,5.0
26999,5,1,12.0,1000.0,0.0025417982071245793,10.0,10.0,,4.1
27002,7,3,,5249.0,-0.025964145938788707,5.7,5.7,625.0,5.0
27011,8,3,13.79,1953.0,-0.005032365094132213,11.1,11.1,457.0,2.5
27013,8,3,13.79,673.0,0.005454680216958191,11.1,11.1,457.0,2.4
27014,0,0,11.03,1354.0,-0.0464982573114896,5.6,15.2,2134.0,9.0
27016,7,3,13.79,1339.0,0.010758250708331085,3.0,3.0,150.0,1.7
27020,7,3,6.79,3838.0,0.008354605239283386,10.8,10.8,432.0,4.0
27023,7,3,6.89,3825.0,0.0012818972448084276,23.6,23.6,,3.9
27028,7,3,10.34,5859.0,-0.05768915061246438,10.3,10.3,762.0,5.9
27035,7,3,6.89,3865.0,0.004458025664169224,5.6,,432.0,4.2
27036,5,3,16.0,4750.0,-0.05676183638523419,10.0,10.0,660.0,3.6
27045,10,1,9.68,5615.0,-0.11138517011322163,12.7,38.1,914.0,9.0
27051,7,3,13.79,1383.0,-0.0364817148095975,,4.6,295.0,4.4
27056,10,3,13.79,,-0.02360459815922819,4.7,4.7,318.0,3.3
27057,7,1,3.9,4056.0,0.07758962200701697,10.8,10.8,864.0,2.4
27058,7,3,3.86,2034.0,0.027003617778440514,10.8,10.8,432.0,4.9
27061,5,1,10.0,,0.00911779008328406,10.0,10.0,,4.3
27068,2,1,6.89,2278.0,0.11572521441385544,8.5,22.3,2743.0,2.3
27069,7,3,,1912.0,0.006738212927446835,23.6,23.6,610.0,2.7
27075,8,3,13.79,689.0,-0.002578095300835387,7.7,7.7,,3.5
27078,8,1,,1356.0,0.03867967820179692,,7.7,457.0,2.3
27088,10,3,6.89,6117.0,-0.002351338853944618,10.3,10.3,762.0,4.4
27089,7,3,13.79,3486.0,-0.021598548433346132,,4.6,295.0,2.8
27090,7,3,6.89,7690.0,0.007727129007999212,10.3,10.3,794.0,3.2
27092,7,1,6.89,3648.0,0.03025073164523409,10.3,10.3,762.0,3.7
27093,10,3,13.79,1994.0,-0.02766388656119559,11.1,11.1,457.0,3.8
27098,7,3,18.96,2685.0,-0.07781609007319173,1.9,,152.0,3.6
27100,7,3,18.96,2821.0,-0.09408190686934065,1.9,1.9,152.0,4.7
27101,0,1,11.03,2740.0,0.05923941678466865,5.6,15.2,2134.0,2.6
27102,5,3,12.0,4986.0,-0.05741802004788821,10.0,10.0,565.0,5.1
27110,7,3,6.89,3933.0,-0.0014307186049966336,5.6,5.6,432.0,4.7
27117,7,3,13.79,5384.0,-0.06446566533443837,4.7,4.7,318.0,4.5
27118,7,3,17.24,3648.0,-0.05304494144980171,1.9,,696.0,3.5
27119,0,0,,,0.07214555240710542,5.6,15.2,2134.0,1.6
27121,2,1,6.89,1345.0,0.07015815646841887,,22.3,,2.1
27123,10,3,13.79,,-0.006818376657108438,7.7,,457.0,2.5
27126,8,3,13.79,707.0,0.008185661521267928,7.7,7.7,457.0,2.4
27127,5,3,12.0,3200.0,-0.016964406367947382,10.0,10.0,,4.1
27129,0,0,15.51,3679.0,0.04431377048786951,5.6,15.2,2134.0,1.3
27132,7,3,13.79,1085.0,0.012429365150613603,4.7,4.7,318.0,1.9
27133,10,0,,2292.0,0.05882127427938841,,42.3,1778.0,3.4
27135,2,0,6.89,766.0,0.10847697872205098,8.5,,1778.0,2.1
27136,10,0,6.89,1668.0,0.003324683206042206,22.2,96.3,1778.0,5.1
27139,10,3,13.79,,0.0030534978874527108,,7.7,,2.7
27140,7,1,6.89,7622.0,-0.01867959114915385,10.3,10.3,762.0,4.9
27141,7,1,6.79,3811.0,0.06146968135521427,12.8,12.8,1930.0,3.8
27146,7,3,4.03,4069.0,0.032236788012461715,,10.8,,4.6
27151,7,3,10.34,3933.0,0.020743477392423076,10.3,10.3,,2.6
27152,7,1,,,-0.03652688752227401,10.3,10.3,794.0,6.7
27153,7,3,13.79,1424.0,-0.021545530919483136,4.7,4.7,305.0,3.6
27158,7,3,6.89,1668.0,0.01337140006931739,12.4,12.4,610.0,4.7
27163,7,3,6.89,,0.0332560309762269,10.3,10.3,762.0,3.2
27164,6,1,,1000.0,0.01036964922245237,15.0,,,4.1
27165,7,1,3.9,4136.0,0.05735075244536682,,10.8,,3.0
27167,7,3,18.27,857.0,-0.008307632768501022,3.0,3.0,150.0,1.0
27170,7,3,6.89,4136.0,0.00038163053067469255,,5.6,432.0,4.5
27172,7,3,6.89,7514.0,-0.002093700346776306,,37.5,1953.0,4.9
27177,7,3,13.79,943.0,0.0039663989827470325,7.7,7.7,457.0,2.5
27178,10,3,3.45,5696.0,0.029350757197289246,,10.3,762.0,4.3
27179,2,0,6.89,3038.0,0.06628775230628743,12.7,,1778.0,3.5
27181,2,0,6.89,1519.0,0.0880974977505527,12.7,,1778.0,2.7
27182,0,0,15.51,2717.0,0.04897264353489801,5.6,15.2,2134.0,1.4
27185,8,3,13.79,1736.0,-0.015447766180117894,7.7,7.7,,3.7
27189,2,0,6.92,,0.08053925731128972,8.5,22.3,,2.1
27193,6,1,0.2,1500.0,-0.05174569070258617,15.0,120.0,10.0,7.2
27197,10,3,,1000.0,-0.033290038699996416,,10.0,565.0,5.3
27199,8,3,13.79,1682.0,-0.014999053596765843,7.7,7.7,,3.5
27201,10,3,13.79,2034.0,-0.15013241711753916,7.7,7.7,457.0,10.6
27205,7,3,13.79,3608.0,-0.040549558442028066,4.7,,318.0,3.7
27209,7,3,13.79,5696.0,-0.06328582479798389,4.7,4.7,305.0,4.3
27210,7,3,13.79,,-0.006659705721905995,4.7,4.7,318.0,2.1
27213,7,1,3.45,6212.0,0.021563128505183438,10.3,10.3,762.0,4.7
27222,2,0,6.89,,-0.026064456838933464,12.7,38.1,737.0,5.6
27227,10,3,13.79,1682.0,-0.22511061897833268,,7.7,457.0,14.8
27228,7,3,13.79,2265.0,0.008231554742334307,7.8,7.8,591.0,2.0
27229,10,3,13.79,1600.0,-0.016519557393153916,7.7,7.7,457.0,3.5
27232,10,3,13.79,2129.0,0.005985328863268108,7.8,7.8,591.0,2.3
27235,7,3,13.79,932.0,0.024288208939109185,7.7,7.7,457.0,1.4
27237,7,1,13.79,4109.0,-0.02697278905813716,,4.7,318.0,3.2
27239,7,1,10.34,2563.0,-0.04776686710919023,,4.6,,6.8
27242,7,3,7.0,,0.04805314679990949,,10.8,864.0,2.8
27243,7,3,,6212.0,-0.0681802575425538,4.7,4.7,,7.7
27244,10,3,13.79,4164.0,-0.04414702573475204,4.7,,,3.9
27246,2,0,,2292.0,0.07051604604656894,8.5,,1778.0,2.1
27247,2,0,6.91,2319.0,0.04134201719797939,12.7,38.1,914.0,2.9
27248,5,3,12.0,4986.0,-0.05263049635241612,,10.0,660.0,5.0
27256,2,0,8.27,1519.0,0.050875207027005,12.7,42.3,1778.0,3.4
27257,2,1,6.92,1519.0,0.07734029611141988,,,1778.0,3.2
27261,8,3,13.79,1344.0,0.016231680569248508,11.1,11.1,,1.8
27264,7,3,13.79,1410.0,-0.008880276091463024,4.7,4.7,,3.4
27266,9,3,13.79,2684.0,0.031027437302480837,,9.5,1836.0,2.7
27268,0,0,11.03,677.0,0.09060138246749665,5.6,15.2,2134.0,1.8
27272,7,1,13.79,2563.0,-0.00283892114311482,7.7,7.7,,2.8
27274,7,3,6.89,1370.0,0.018310157898470486,,,,4.5
27279,5,3,10.0,4001.0,-0.027142667319049907,10.0,,660.0,4.6
27284,7,3,13.79,1872.0,-0.026013944101551945,4.7,4.7,318.0,3.7
27292,7,3,0.51,912.0,0.033523531149466795,1.0,1.0,38.0,6.2
27295,10,3,10.34,3933.0,-0.05520065617875469,10.3,10.3,762.0,6.6
27296,7,3,13.79,1316.0,0.003510105262334473,4.7,4.7,318.0,2.3
27299,10,1,11.03,3665.0,0.0700537681174247,5.6,15.2,2134.0,2.1
27304,7,3,18.96,,-0.06309338542732656,1.9,,152.0,3.2
27305,10,3,13.79,1492.0,0.010289809820747647,7.8,7.8,591.0,2.3
27306,2,0,6.85,,0.0704413067196128,6.4,15.9,914.0,2.2
27316,10,3,13.79,1316.0,0.021703199347095664,5.7,5.7,625.0,1.9
27320,7,3,10.34,7893.0,-0.008843311694498257,10.3,10.3,762.0,2.5
27323,7,1,13.79,4584.0,-0.0757643723325932,,4.7,318.0,5.6
27325,7,3,6.89,6212.0,-0.011204551916999789,10.3,,762.0,4.6
27327,7,3,9.0,4069.0,0.05094695140409991,,11.5,1524.0,2.5
27331,10,3,13.79,3458.0,-0.07871876292483493,,1.9,152.0,5.9
27333,7,3,6.79,,0.008907754000690105,10.8,,864.0,4.5
27335,7,1,11.03,4123.0,0.023017442849953773,,11.5,914.0,2.4
27338,0,0,15.51,1355.0,0.050599210668191535,5.6,,2134.0,1.9
27341,2,0,6.92,,-0.04843729146283143,12.7,38.1,914.0,7.2
27343,7,3,13.79,912.0,-0.042314001791448286,5.7,,,5.2
27352,8,3,,,-0.08688901545389408,7.7,7.7,,9.5
27354,0,0,11.03,2693.0,0.04017362090397486,5.6,15.2,2134.0,3.8
27355,9,1,15.17,4042.0,0.03796873582117531,9.5,9.5,1836.0,1.5
27358,0,0,4.93,3852.0,0.09986229070830871,,15.2,2134.0,2.7
27361,7,3,,7473.0,-0.08414283687966445,23.6,23.6,,6.5
27363,7,3,13.79,932.0,-0.017087680097745667,,7.7,457.0,3.6
27365,7,3,,1217.0,0.011956258392891772,4.7,4.7,318.0,2.6
27366,7,3,12.07,,-0.001715065393813775,19.8,19.8,457.0,2.3
27371,7,3,10.34,5750.0,-0.03301823073494331,10.3,10.3,762.0,4.6
27377,7,1,13.79,1343.0,-0.03468413256573685,10.8,10.8,457.0,4.6
27387,9,1,,4039.0,0.0608222224864053,9.5,9.5,1836.0,1.9
27392,7,3,10.34,3201.0,0.032823296440463445,10.3,10.3,,1.7
27393,7,3,11.03,2021.0,0.03178304825580869,,11.5,1143.0,2.8
27396,7,3,6.93,4048.0,0.05248967318481204,,10.8,864.0,2.2
27400,8,3,13.79,,-0.012799747485545188,11.1,11.1,457.0,2.6
27402,7,3,6.93,3852.0,0.008011051957217852,5.6,5.6,432.0,4.2
27403,0,1,15.51,3701.0,-0.007593745672211216,,15.2,,1.7
27412,10,3,7.0,2061.0,0.06357062754677122,5.6,5.6,,2.3
27413,0,1,11.03,2740.0,0.07469874183356282,5.6,,2134.0,1.9
27416,7,1,13.79,3635.0,-0.02223019364066825,4.7,,318.0,3.0
27422,7,3,6.89,,0.011523190829834773,23.6,23.6,610.0,3.9
27428,7,3,3.45,5425.0,0.009047675707128638,10.3,,762.0,5.4
27430,7,3,6.89,3825.0,0.026761477800448796,10.3,,762.0,3.5
27432,7,1,13.79,,0.0058148059658052476,7.8,7.8,591.0,2.4
27437,5,3,,2875.0,0.028448034215005635,10.0,10.0,1650.0,2.8
27438,7,1,6.89,3784.0,0.009093012085696905,10.3,10.3,762.0,4.8
27445,9,3,13.79,1333.0,0.06540019826439725,9.5,9.5,1836.0,1.3
27446,8,3,13.79,1682.0,-0.10451297690214578,,,457.0,8.0
27448,10,0,15.51,3701.0,0.05018701520134729,5.6,15.2,2134.0,1.4
27451,10,3,13.79,2455.0,-0.04677313334623645,1.9,1.9,152.0,4.6
27452,7,3,13.79,2916.0,-0.0016829861216007547,7.8,7.8,591.0,2.3
27455,2,0,6.91,1519.0,0.06721430136529488,8.5,22.3,,2.7
27458,8,1,13.79,2048.0,-0.00026817200615456005,11.1,11.1,457.0,2.5
27460,7,3,10.34,5832.0,-0.09430914391354783,10.3,10.3,762.0,7.9
27462,7,3,6.96,,0.03717226460460307,10.8,,864.0,3.6
27464,10,3,,,0.031983657664567816,23.6,23.6,1972.0,4.6
27466,0,0,11.03,671.0,0.08512434785671195,5.6,15.2,2134.0,2.1
27467,7,3,3.86,4069.0,0.02246857432356547,10.8,10.8,432.0,4.4
27468,7,1,15.51,3974.0,-0.06553677757054713,,1.9,152.0,4.4
27469,7,3,13.79,1465.0,0.0044377676868067595,7.8,7.8,591.0,2.5
27473,7,3,6.89,1336.0,0.0659463963071729,37.5,37.5,1953.0,3.0
27475,7,1,18.96,3784.0,-0.08031029875947732,1.9,,152.0,3.7
27476,7,1,10.34,4882.0,-0.06040812379377758,10.3,10.3,762.0,6.7
27480,5,1,7.0,3892.0,0.06652038928963239,10.8,10.8,,2.5
27481,7,3,7.05,,0.0321472718836969,,4.6,295.0,2.8
27482,7,3,6.89,,0.09352614188236008,,23.6,1972.0,2.0
27483,0,0,13.79,3701.0,0.0448063088851903,5.6,15.2,2134.0,2.0
27484,10,1,3.45,3811.0,0.04050530621265369,,10.3,762.0,4.7
27488,10,2,,,-0.09598212887994895,15.0,120.0,10.0,6.6
27490,0,3,,,0.051049222067616765,5.6,15.2,,1.3
27494,10,0,15.51,2726.0,0.002581681778771966,5.6,,,1.9
27496,7,3,14.0,1132.0,0.000972038905861422,3.0,,150.0,1.4
27497,2,0,5.51,,0.06123630941505945,12.7,,1778.0,3.8
27500,7,3,11.0,4069.0,-0.07464121457151576,11.5,11.5,1524.0,8.4
27503,7,3,13.79,7107.0,-0.04848790599525407,4.7,4.7,318.0,3.0
27504,7,3,12.07,1078.0,-0.05150861043586405,,1.9,696.0,6.7
27507,2,0,6.92,2265.0,0.12196587624913006,8.5,22.3,2743.0,2.1
27508,10,3,,1682.0,-0.007524063227908551,7.7,,457.0,3.0
27509,7,1,13.79,,-0.0010032747283141297,,4.7,,2.9
27513,0,0,,3665.0,0.04786828766827961,5.6,15.2,2134.0,1.7
27515,7,3,6.89,1492.0,0.04795736772244587,12.8,12.8,,3.5
27517,7,3,6.89,3784.0,0.025784978083053994,10.3,10.3,762.0,3.6
27518,5,3,,1356.0,0.08354950106260063,10.0,10.0,1650.0,1.1
27521,9,1,15.17,4062.0,0.031527849306173805,,9.5,1836.0,1.8
27522,2,0,,,0.02998512901229386,22.2,96.3,1778.0,2.4
27523,7,3,6.89,678.0,0.045899796795683914,23.6,23.6,,3.4
27526,7,3,10.34,3906.0,-0.035283289816481045,10.3,10.3,762.0,5.4
27528,7,1,10.34,7500.0,-0.048983420508487974,10.3,10.3,,5.1
27529,7,1,17.24,3743.0,-0.05745933363513214,1.9,1.9,152.0,3.4
27531,7,3,12.07,2455.0,0.021001551548439024,1.9,,696.0,2.2
27532,7,3,18.96,3784.0,-0.06816434183356324,1.9,,696.0,3.6
27533,10,3,13.79,332.0,0.005659048296119296,11.1,11.1,457.0,2.6
27535,10,3,10.34,4842.0,-0.06133594288265287,10.3,10.3,762.0,6.6
27538,7,1,6.89,4092.0,0.08130750413017249,10.8,10.8,1524.0,2.0
27540,7,3,13.79,,-0.07143738337096378,,7.8,591.0,5.9
27542,7,3,13.79,,-0.013860515801114831,4.7,4.7,318.0,2.4
27543,7,3,12.07,4042.0,0.008878587452314957,1.9,1.9,696.0,2.5
27545,7,1,,,0.0015262145975329378,4.7,4.7,305.0,3.5
27551,2,1,5.52,1519.0,0.09372319836618263,12.7,42.3,1778.0,2.1
27552,0,1,13.79,3701.0,0.04579062337457729,5.6,15.2,2134.0,1.8
27555,8,3,13.79,1356.0,-0.005392215601984357,7.7,7.7,457.0,2.9
27556,9,3,13.79,,0.03295243589159566,9.5,9.5,,0.9
27559,7,3,13.79,1021.0,0.016641743812464638,7.8,7.8,591.0,2.0
27562,3,1,,630.0,-0.011587464759681754,15.0,,10.0,3.1
27566,7,3,13.79,5262.0,-0.10669448278256094,5.7,5.7,625.0,7.3
27572,7,3,6.89,4001.0,-0.01744823990329386,10.8,10.8,432.0,5.3
27574,9,3,,4062.0,-0.03356932664279702,,9.5,1836.0,6.8
27579,7,3,10.34,,-0.02084672015676864,10.3,10.3,762.0,4.6
